Verified in DB,Database Product Name,Source,﻿Item ID,Department Name,Item Name,Size,Item Size,Base Price Palmers,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,812241030346,005 PRODUCE,Multi Colored Baby Carrots,EA,8 oz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,813121023144,005 PRODUCE,Pressed Juice Avocado Greens,EA,15.2oz,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,813121024158,005 PRODUCE,PRESSED JUICE DARK CHOCOLATE,EA,15.2oz,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,813121024165,005 PRODUCE,Pressed Juice Vanila,EA,15.2,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,813121024455,005 PRODUCE,Pressed Juice Strawberry Mango,EA,15.2,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,813187011376,005 PRODUCE,BERRY BLUE PINT ORGANIC,EA,1 pint,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,813595010039,005 PRODUCE,Organic Grape Tomatoes,EA,16 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,813635010098,005 PRODUCE,BLUEBERRIES,EA,16 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,813880000127,005 PRODUCE,ORGANIC STRAWBERRIES,EA,lb,$12.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,814453021013,005 PRODUCE,Cindy's Peppercorn Dressing,EA,11 fz,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,814453021037,005 PRODUCE,CK-BALSAMIC VINAIGRETTE,EA,11 fz,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,814453021068,005 PRODUCE,CK-BARCELONA VINAIGRETT,EA,11 Fz,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,814453021075,005 PRODUCE,BUTTERMILK RANCH,EA,11 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,814453021143,005 PRODUCE,Cindy's Blue Cheese Dressing,EA,11 fz,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,814453021150,005 PRODUCE,CK-ROAST GARLIC CAESAR,EA,11 oz,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,814453021280,005 PRODUCE,Ck-soy Ginger Dressing,EA,11 fz,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,814747010020,005 PRODUCE,organic blueberries,EA,12oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,818179002127,005 PRODUCE,CHERRY TOMATOES,EA,1 LB,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,818431000052,005 PRODUCE,Earthbound Garden Romaine,EA,7 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,818431001479,005 PRODUCE,ORGANIC ROMAINE,EA,7 oz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,818849020017,005 PRODUCE,KIWIFRUIT GOLD  CLAMSHELL,EA,1.0 Pound,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,818849020109,005 PRODUCE,SUNGOLD KIWIFRUIT CLAMSHELL,EA,16 oz,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,819981012557,005 PRODUCE,DRIED PORCINI,EA,0.5,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,824150112082,005 PRODUCE,POMEGRANATE ARILS,EA,8.0 Ounce,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,824150401087,005 PRODUCE,POMEGRANATE JUICE,EA,8 oz,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,824150401162,005 PRODUCE,POM Wonderful Pomegranate Juice,EA,16 FL OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,824150401247,005 PRODUCE,POM Wonderful Pomegranate Juice,EA,24 FL OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,824150401483,005 PRODUCE,POM Wonderful Juice,EA,48 FL OZ,$16.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,824150404163,005 PRODUCE,POM Wonderful Blueberry Pomegranate Juice,EA,16 FL OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,824150910015,005 PRODUCE,Pom Poms Wonderful Pomegranate,EA,4 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,824935000078,005 PRODUCE,Organic Mini Cucumbers,EA,PKG,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,824935000085,005 PRODUCE,Organic seedless Cucumber,EA,12 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,826088120078,005 PRODUCE,Sweet Potatoes Your Way,EA,12 oz,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,826088513078,005 PRODUCE,Ruby Sensation Bite-size Potatoes,EA,24.0 Ounce,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,826088526139,005 PRODUCE,Sunburst Bite Size Potatoes,EA,24 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,826088866013,005 PRODUCE,Tasteful Selections Garden Herb Bite-size Potatoes - Season & Savor - 16 Ounce,EA,16.0 Ounce,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,827575300003,005 PRODUCE,Tuscan Cantalope,EA,1 EA,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,828904658994,005 PRODUCE,BLUEBERRIES,EA,16 OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,840437100009,005 PRODUCE,MANDARIN ORANGES,EA,48 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,840437101563,005 PRODUCE,Cotton Candy Green Grapes,EA,16 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,840762098224,005 PRODUCE,PREMIUM DATE,EA,8.8oz pkg,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,842281099607,005 PRODUCE,Org Russet Puotatoes,EA,48 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,842281099614,005 PRODUCE,ORG-YUKON POTATO,EA,48 oz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,842515006722,005 PRODUCE,Sunny Fruit Apricot Dried Packs,EA,8.8 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,842515006807,005 PRODUCE,Sunny Fruit Organic Plums,EA,5.3 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,842515006821,005 PRODUCE,Sunny Fruits Organic Dates,EA,8.8 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,842515008528,005 PRODUCE,Sunny Fruit Organic Mangos,EA,3.5 oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,842515008566,005 PRODUCE,ORGANIC TART CHERRIES,EA,3.5 oz,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,842515010125,005 PRODUCE,Sunny Fruits Organic Figs,EA,8.8 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,845857000076,005 PRODUCE,3Lb Navel Orange,EA,48 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,845857020036,005 PRODUCE,DARLING CLEMENTINES,EA,3 LB,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,848444000442,005 PRODUCE,Brown Turkish Figs,EA,8 oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850011052082,005 PRODUCE,ORGANIC BLUEBERRIES,EA,1 PT,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850013517220,005 PRODUCE,Boston Bibb Lettuce,EA,3 oz,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850013616084,005 PRODUCE,TANGIES MANDARIN,EA,3LB,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850013616237,005 PRODUCE,MANDARIN ORANGES,EA,lbs,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850013616312,005 PRODUCE,3lb Bag Mandarin,EA,3 lb,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850015943904,005 PRODUCE,Blueberries,EA,1 pint,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850033715040,005 PRODUCE,Blueberries,EA,1 pint,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850049013031,005 PRODUCE,Crisp  Pickles,EA,32 fz,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850067489047,005 PRODUCE,CANDY SNAP GRAPES,EA,3 lb,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850582002004,005 PRODUCE,Strawberries,EA,16 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850925002043,005 PRODUCE,BLUEBERRIES,EA,1pnt,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,850925002319,005 PRODUCE,Organic blueberries,EA,1pint,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,851146002621,005 PRODUCE,Mild Salsa Fc,EA,14oz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,851146002638,005 PRODUCE,Fc Rest Style Salsa,EA,14oz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,851146002652,005 PRODUCE,Chunky Fc Salsa,EA,14oz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,851164004027,005 PRODUCE,ENDIVE,LB,Per LB,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,851781005322,005 PRODUCE,MINI PEPPERS,EA,454.0 Gram,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853174006046,005 PRODUCE,Kiwi Kids,EA,16 oz,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853914002062,005 PRODUCE,Organic Blueberry,EA,11 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853914002079,005 PRODUCE,Blueberries,EA,1 PINT,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853917005800,005 PRODUCE,Organic Blueberries,EA,16 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853917005848,005 PRODUCE,Blueberries,EA,1 PNT,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853927003001,005 PRODUCE,Gotham Green Basil,EA,1.5 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853927003025,005 PRODUCE,Gothgreen Greenleaf,EA,4.5 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853927003049,005 PRODUCE,Gotham Butterhead Lettuce,EA,4.5 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853927003056,005 PRODUCE,Gotham Gourmet Lettuce Medley,EA,4.5 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853927003117,005 PRODUCE,Gotham Blooming Brooklyn Iceberg,EA,4.5 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853927003216,005 PRODUCE,Gotham Baby Butterhead,EA,4.5 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853927003407,005 PRODUCE,Gothham Romaine,EA,4.5 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853927003544,005 PRODUCE,Gothem Crispy Green Leaf,EA,4.5 Ounce,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,853927003889,005 PRODUCE,Green Butterhead Lettuce,EA,1 CT,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,854135008819,005 PRODUCE,FC PICO SALSA,EA,14oz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,856005003511,005 PRODUCE,Local Apple Cider,EA,16 oz,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,856005003528,005 PRODUCE,Local Apple Cider,EA,1.89 L,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,856122001520,005 PRODUCE,Organic Grape Tomatoes,EA,1 pint,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,856122001605,005 PRODUCE,Sweet Medley Tomatoes,EA,1 PT,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,856122001612,005 PRODUCE,Mini Cucumbers,EA,14 oz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,856122001681,005 PRODUCE,Topline Cucumbers Mini,EA,16 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,856200005020,005 PRODUCE,Sunshine Snacks Figs,EA,7 Oz,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,856677004014,005 PRODUCE,Organic Blueberries,EA,1 PINT,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,857394006084,005 PRODUCE,Little Leaf Farms Butter Leaf,EA,8 Oz,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,857394006107,005 PRODUCE,Little Leaf Green Leaf Lettuce,EA,4 oz,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,857394006114,005 PRODUCE,Lttl Leaf Red & Grn Leaf,EA,4 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,857394006121,005 PRODUCE,Baby Spring Mix,EA,4 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,857394006138,005 PRODUCE,Little Leaf Red & Green,EA,8 oz,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,857394006145,005 PRODUCE,Little Leaf Red Green Lettuce,EA,8 oz,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,857394006176,005 PRODUCE,Little Leaf Baby Butter Lettuce,EA,4 Oz,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,857394006244,005 PRODUCE,LITTLE LEAF SWEET & CRISPY,EA,8 oz,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,857394006275,New item Insert,LTL LEAF ROMAINE,EA,8 oz,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,858410005135,005 PRODUCE,Clemtines,EA,48 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,860000368001,005 PRODUCE,Bluewater Cranberry Juice,EA,56 fz,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,860000368018,005 PRODUCE,Bluewater Cranberry Lemonade,EA,56 oz,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,860003736722,005 PRODUCE,ORGANIC BLUEBERRIES,EA,I PNT,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,860011646631,005 PRODUCE,Hydroponic Butter Lettuce,EA,1 count,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,860013562151,005 PRODUCE,Blueberries,EA,1pint,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,860189000341,005 PRODUCE,ORG-ORANGES,EA,3lb,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,866501000211,005 PRODUCE,Jalapa Jar Brooklyn Salsa,EA,16OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,866501000259,005 PRODUCE,Jalapa Medium Salsa,EA,16 Oz,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,866501000273,005 PRODUCE,Jalapa Mild Salsa,EA,16 Oz,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,870397001504,005 PRODUCE,Currant Affair Black Currant Juice,EA,53 FL OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896000174,005 PRODUCE,Org-2ct Green Squash,EA,2 Ct,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896000372,005 PRODUCE,Pero Organic Green Beans,EA,12 OZ,$6.49,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896000464,005 PRODUCE,Pero Mini Sweet Peppers,EA,8 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896000686,005 PRODUCE,Pero Org Broccoli Florets,EA,8 OZ,$6.49,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896000754,005 PRODUCE,ORG-BROCCOLI SLAW,EA,10 oz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896000785,005 PRODUCE,ORG-CAULIFLOWER FLORETS,EA,8OZ,$6.25,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896000815,005 PRODUCE,ORG PKG COOKING VEG,EA,10 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896001287,005 PRODUCE,Org-broc/cauli Florets,EA,9 oz,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896005575,005 PRODUCE,Mini Sweet Peppers,EA,1 PT,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896005582,005 PRODUCE,Pero Mini Sweet Peppers,EA,8 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896005803,005 PRODUCE,Pero English Peas,EA,6 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896007081,005 PRODUCE,Pero Farms Green Beans,EA,12 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896007111,005 PRODUCE,Pero Pero French Beans,EA,12 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896007500,005 PRODUCE,Green Line Green Beans Regular Cut,EA,32 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896940623,005 PRODUCE,ORGANIC CUCUMBER,EA,1 CT,$2.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896940654,005 PRODUCE,Organic Bell Pepper,EA,1 CT,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896940678,005 PRODUCE,Organic Zucchini,EA,1 CT,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896940883,005 PRODUCE,Org Red Bell Pepper,EA,1 EA,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,874896947820,005 PRODUCE,Organic Yellow Squash,EA,1 CT,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,881006001112,005 PRODUCE,Natures Partner Blueberries,EA,1 PINT,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,881006901511,005 PRODUCE,Organic Blueberries,EA,pnt,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,882035002088,005 PRODUCE,FRES SHISHTO PEPPER,EA,4 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,882035500393,005 PRODUCE,Grape Tomatoes,EA,1 PINT,$5.00,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,883391003788,005 PRODUCE,Apple Organic Honeycrisp,EA,32 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,884051060158,005 PRODUCE,Mini Cukes,EA,14 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,885206000128,005 PRODUCE,Blueberries,EA,11 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,885677701104,005 PRODUCE,Organic Onions,EA,1 CT,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,888289403503,005 PRODUCE,Rokit Apples,EA,32 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,888289403510,005 PRODUCE,Rockit Apples,EA,32 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,888289403800,005 PRODUCE,Organic Rocket Apple Pack,EA,3 lbs,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,891221002092,005 PRODUCE,Seedless Cucumber,EA,1 CT,$2.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,895203001011,005 PRODUCE,Org Girl Baby Spin,EA,5 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,895203001097,005 PRODUCE,Org Baby Spring Mix,EA,5 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,895203001110,005 PRODUCE,Organic Girl Spin/Ar,EA,5 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,895203001158,005 PRODUCE,Org Girl Baby Arug,EA,5 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,895203001295,005 PRODUCE,Org Girl Super Green,EA,5 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,895203001486,005 PRODUCE,Organic Girl Romaine Hrts,EA,7 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,895203001776,017 SPECIALTY FOODS,Organic Girl Romaine Heart,EA,6,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,895321002457,005 PRODUCE,Cotton Candy Grapes,EA,1 lb,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,895359002214,005 PRODUCE,Donut White Peaches,EA,14 oz,$6.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,895768002003,005 PRODUCE,Backyard Cocktail Tomatoes,EA,10.5 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,895768002096,005 PRODUCE,BUTTERHEAD LETTUCE,EA,1CT,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,895787000103,005 PRODUCE,Mirabel Boston Lettuce,EA,1 CT,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,896254050027,005 PRODUCE,GRANOLA HONey,EA,15 OZ,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,896254050041,005 PRODUCE,GRANOLA ALMONDS,EA,15oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,896254050089,005 PRODUCE,French Vanilla Granola,EA,14oz,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,896315001319,005 PRODUCE,PRIME TIME SWEET MINI PEPPERS,EA,16 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,898249002257,005 PRODUCE,Black Figs,EA,8 OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,899340001255,005 PRODUCE,Peeled Chipollini Onions,EA,8 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,899340001262,005 PRODUCE,Peeled Shallots,EA,8 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,899340001279,005 PRODUCE,Peeled Red Onions,EA,8 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,899340001286,005 PRODUCE,Peeled White Onions,EA,8 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,899734002974,005 PRODUCE,cotton candy grape,EA,1lb box,$7.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,941983120357,005 PRODUCE,2LB ORGANIC BAG FUJI APPLES,EA,2lb,$9.99,,,,,,,,,,,,,,,,,,,,
NOT TESTED,,,941983120432,005 PRODUCE,ORGANIC GALA  APPLE2lb,EA,2 LB,$12.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,2400050786402,005 PRODUCE,DM FN CHERRY MIXED FRUIT 100%,EA,7oz,$2.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,5050372130251,005 PRODUCE,SWEET PINEAPPLE,EA,8 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,5206866000146,005 PRODUCE,Kalamata Crown Figs,EA,14 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,5206866001655,005 PRODUCE,CROWN FIGS,EA,14 oz,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,6009678410467,005 PRODUCE,Organic Green Seedless Grapes,EA,1 lb,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,6937374900237,005 PRODUCE,3pk Asian Pears,EA,2.8 lb,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7441019900036,005 PRODUCE,Pineapple,EA,32 oz,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7443008870368,005 PRODUCE,GOLD PINEAPPLE,EA,32 oz,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7443020550002,005 PRODUCE,PINEAPPLES,EA,32 oz,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7503015780408,005 PRODUCE,Organic Blueberry,EA,6 oz,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7503028527007,005 PRODUCE,Freeze-dried Figs,EA,8 oz,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7503029000318,005 PRODUCE,grape tomatoes,EA,6 OZ,$3.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7503029000585,005 PRODUCE,MINI SWEET PEPPERS,EA,1lb,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7503030105064,005 PRODUCE,BLACKBERRIES,EA,6 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7503030105132,005 PRODUCE,FIGS,EA,8 oz,$9.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7512620039427,005 PRODUCE,BLUEBERRIES,EA,16oz,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7750765003930,005 PRODUCE,Bloom Blueberries,EA,6 OZ,$4.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7751262002013,005 PRODUCE,Blueberries,EA,6 OZ,$2.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7751262002907,005 PRODUCE,Bluberries,EA,6 OZ,$8.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7751262003942,005 PRODUCE,BLUEBERRIES,EA,6 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7751262004093,005 PRODUCE,ORGANIC BLUEBERRIES,EA,6 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7758452000316,005 PRODUCE,FRESH FIGS,EA,8 oz,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7758452000521,005 PRODUCE,ORGANIC BLUEBERRIES,EA,6 OZ,$9.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7804655050167,005 PRODUCE,BLUEBERRIES,EA,6 OZ,$5.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7849870559977,005 PRODUCE,Micro Kale,EA,2oz,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,7898710470960,005 PRODUCE,COTTON CANDY GRAPES,EA,16 oz,$7.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8696740100487,005 PRODUCE,APRICOTS,EA,12 oz,$9.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,8906063130000,005 PRODUCE,Kimaye Pomegrante,EA,6 OZ,$6.99,,,,,,,,,,,,,,,,,,,,
NO,Invalid UPC format,,60504939531760,005 PRODUCE,ORANGES CARA CARA,EA,3 LB,$7.99,,,,,,,,,,,,,,,,,,,,
